Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0077969981114293,Luiz Claudio Deulefeu,0,0
0078010206655288,Camila Fernanda Pinheiro do Nascimento,0,0
0078024206122893,Italo Andrade Vasconcelos,0,0
0078030961900980,Harlene Rodrigues Kapiche,0,0
0078040697691595,Alan Gabriel Fernandes,0,0
0078067586526714,Vilma Sobreira de Souza,2,2
0078071243527686,Caio Fernando Alves Duarte Santos,0,0
0078085092229240,Priscilla Romano,0,0
0078130598676682,Jose Geraldo de Faria,0,1
0078152763173086,Suellen Rocha Araújo Castilho,0,0
0078153546926660,Seráfico Pereira Cabral Júnior,0,0
0078162735993086,Lívia Rocha Gonçalves da Silva,0,0
0078215205002099,Jaqueline Suelen Loeblein,0,0
0078267811410577,Monica Adriana Rodriguez Martinez Frasson,0,0
0078304898620144,Luiz Marcelo Ribeiro Tomé,1,2
0078314067846060,Michelle Martins Vaz,0,0
0078319649472019,Roberto Accampora Gonçalves da Silva,0,2
0078323996016048,Enairton Vinicius da Silva Rocha,0,0
0078332030326296,Romana Coêlho de Araújo,0,0
0078334376291429,Katia Ferreira Guimaraes,0,0
0078352459317415,Roberto Kammers,0,0
0078357044155465,Kézia de Lira Feitosa,0,0
,Sônia Souto Mayor Rondon Montebello,0,5
0078416620782423,Mariana Gagno Campagnaro,0,4
0078418327913186,Luiz Felipe da Mata Machado Silva,0,0
0078422573617682,Samantha Cenci,0,0
0078429200878423,Lauren Linck Nilson,0,3
0078433112418035,Felipe Vaz de Freitas,0,0
0078437933644826,Bruno de Sousa Figueira,0,0
0078442116359473,Rodrigo Pacheco da Silva de Aguiar,0,0
0078444526155775,Leonardo Ferreira,0,4
0078449478345847,Ana Cristina Sant'Anna Schneider,0,30
0078450303545325,Claudio Roberto Soares,0,0
0078490207157583,Mônica Bellot de Souza Nascimento,0,0
0078499186084521,Kyvia Pontes Teixeira das Chagas,0,0
0078542206797946,Simone Miller da Silva Campos,0,27
,Flávia Barbosa Lima,0,0
0078575512541286,Leonardo Ribeiro Bacellar da Silva,0,16
0078582209830974,Achraf RADI,0,0
,Otávio Augusto Trivério Dias,0,0
0078648682958601,Claudete Lopes da Silva de Oliveira,0,0
,Patrícia Backes,0,0
0078664470434256,Luiz Antônio de Araújo,0,0
0078686331970451,Pedro Franco Mourão,0,0
0078692453456292,Camila Matzenauer dos Santos,0,0
0078745552772104,Maria Inês Binicheski,0,0
0078752031245769,Mirian de Nazare Carvalho Fernandes,0,1
0078769290607764,Yuri Fonseca Ferreira,0,5
0078771687438240,Milena Andrea Curitiba Pilla,0,1
0078772015329018,Tiago Nascimento Silva,0,0
0078772412119199,Jeferson Gustavo Henn,1,3
0078810815028684,Marlyene Ferreira Batista,0,0
0078819863104173,Cheirla dos Santos Souza,0,0
0078820168796710,Tatiana Takimoto,0,0
0078853019398887,Diego Moreno Bravo,0,0
0078880231853825,Vanessa Regina Miranda,0,0
0078887179102848,Matheus Yuri Gritzenco De Giovanni,0,0
0078914751675749,Marluza Secchin Malacarne,0,0
0078926278040009,Jaciele Beserra de Lira,0,0
0078939721036887,Jordânia Araújo,0,0
0078940745134312,Daniel da Costa Silva,0,5
,Ângela Maria Barbosa Neves,0,1
0078967237846652,Sabrina Fernandes dos Santos,0,0
,Tita Flores Sullca,0,13
0079024993241653,Felipe Nunes de Lima,0,1
0079026749033109,Leonardo Ribeiro Fuerth,1,1
0079037442101019,Isabella Lacerda Fernandes,0,7
,Luciano Lauand Viana de Paula,0,0
,Renata da Silva Ribeiro,0,0
0079080205604401,Flávia da Mata Chiácchio Leite,1,0
0079092212864822,Rodrigo de Santana Santos,0,0
0079099245814817,Guilherme Sardas,0,8
,Palmiro Alvão da Costa,0,0
0079132488060600,Elson Silva de Sousa,6,46
0079134425550243,José Balbino de Santana Junior,0,0
0079160485190853,Fernanda Flores Nascimento,0,9
0079169639904704,Suely Pereira de Sousa,0,0
0079172292550805,Gustavo Henrique Leso,0,0
0079172855693796,Jorge Augusto Costa Junior,0,0
0079188903245817,Pedro Pereira Lemos,0,0
0079189640413545,Gean Marcelo Costa,0,0
0079194574398769,Warley de Melo Oliveira,0,11
0079196442419491,Carla de Jesus Santos,0,0
0079208187406343,Marinalva Brito,3,18
0079231969317094,Thamiris Leite Dorville Costa,0,0
0079235178528760,Jéssica Lima Moura,0,0
0079238991386135,Rafael Oberleitner Crozatti,0,0
0079248096295881,Gisiele Severo Maciel,0,0
0079262301773667,Rodolfo Menderico Costa Cruz,0,0
0079265610462680,Eva Carolinny de Macedo Filgueiras Col Debella,0,0
0079273017321462,Lília Dias Sabaraense,0,0
0079295107466501,Francisco Saraiva da Silva,0,0
0079305532370165,Oliver Tompson Lessa dos Santos,0,0
0079306751885768,Luiz Felipe Soares dos Santos Alves,0,0
0079306790142129,Yanely Milanés Barroso,0,0
0079311224026692,Carmen Lucianna Miranda e Silva,0,0
0079324783840272,Diogo André Pinheiro da Silva,0,3
0079365154937573,Fernando Luis Binotto,0,0
0079378215530163,Rosa Cristina Vieira Dias,0,0
0079400762173569,Francisco Tharcio Gomes Costa,0,0
0079422421587975,Clóvis Henrique de Moura,0,113
0079463932359743,Andrea Belli Floriano,0,3
0079478529217146,José Reinaldo Nogueira da Silva,0,0
0079550888307154,Guilherme de Carvalho Pereira,0,2
0079583192953137,Ana Cristina Cabral de Oliveira,0,0
,Daniela Duarte da Costa Monteiro,0,0
0079631294067334,Attela Jenichen Provesi,0,13
0079642661963036,Cassia Regina Sopelete Paganini,0,0
0079663708884336,Christiane Niedzielski,0,0
0079664844606820,Carmem Silvia Rodrigues Pereira,0,0
0079703751724699,Kalil Kaba,0,0
0079707209597019,Ligia Maria de Lana Bello,0,0
0079707308136324,Deibity Alves Cordeiro,0,0
0079720289577092,Débora de Mendonça Zilio,0,0
0079722634185693,José Marques Neto,0,0
,Aurelia Gonzalez Rabunade,0,0
0079739070471884,Cristiano Viana da Silva,0,0
0079746446660087,Elton Mártires Pinto,3,7
0079760480035038,Alex Goncalves de Melo,0,0
0079775380311519,Alcione Carvalho da Silva,0,0
0079792330544537,Sonia Regina Amancio Martins,0,0
0079805862971457,Lorena de Souza Arruda,0,0
0079814721167245,Ohana Rodrigues Farias,0,0
0079835502834767,Daniel Almeida Bezerra,0,7
0079838303136139,Raquel Arantes Toledo Caregaro,0,0
0079853818151781,Guilherme Bruno de Lima,0,0
0079854118423370,Thaísa Agrizzi Verediano,0,0
0079864218470440,Helder Almeida Mota,0,0
0079866666743374,Lídia Maria de Abreu Generoso,0,0
0079902636881650,Jeferson Luis Lima Cunha,0,134
0079903667964756,Ivy Miranda do Amaral Alves,0,0
0079910668226943,Laane Lima Queiroz,0,5
0079926530528480,Julyetty Crystyne da Silva,0,0
0079933963607798,Renata Neri de Almeida,0,0
0079942285233257,Bárbara Tikami de Lima,0,0
0079946740337979,Marcílio Martins Araújo,0,1
0079956780106435,Rainer Grigolo de Oliveira Alves,0,0
0079987863440764,Caroline Arnaldo Ortiz,0,0
,Eliana Aparecida Silva,0,0
0079990540065556,Charlene Ribeiro de Souza,0,0
0080025654406615,Luciana Franceschini Fonseca,0,0
0080046229588925,Juliana Costa Curta,0,0
0080098319402116,Amanda Duarte Lima,0,0
0080102690923563,Allan da Costa Santos,0,5
0080104893503566,Ricardo de Lima,0,0
,Marta Calmon Lemme,0,7
0080135971126650,Fatima Sonally Sousa Gondim,0,0
0080163519435759,Beatriz Regalado Galvão,0,1
,Cristiane Diniz Aguiar,0,0
0080168948217198,Antonia Ângela DE ARAÚJO MENDES,0,0
,Celso Cordeiro,0,0
0080210784897550,Isaac Ribeiro de Moraes,0,0
0080211061891056,Gabriel Pereira de Melo,0,17
0080216597413765,Graziela Trevizan Da Ros,0,0
0080232660422229,Jeferson Santos Jerônimo,0,0
0080247316905759,Daniele Santos da Conceição,0,9
0080254805124478,Simone Cristina Garcia,0,1
0080274624696260,Vanessa Cristiane Araujo Oliveira,0,1
0080286260330866,Gus Howard Davis,0,0
0080326948824406,Igor Bacelar da Cruz Urpia,0,0
0080328793853570,Renata Souza da Costa,0,0
0080388059651289,Cristina Prudencio Collaço,6,15
0080400691590938,Ana Luisa de Souza Correia de Melo Palmisciano,0,33
0080403203085977,Gentil César Bruscato,0,0
0080415726181470,Rodrigo José Batista Costa Santos,0,0
0080415842961437,Rene dos Santos Cunha Neto,0,0
0080447774760659,Mariana Benites,0,0
0080450152148208,Sandra Maria Jackson Velloso,0,0
,Tatiana Pereira Leite Pinto,0,0
0080470216771272,Euripedes Claiton Rodrigues Campos,0,1
0080504316603802,Marilia Gracelidia dos Santos Barros,0,0
0080528081869638,Luciana Costa Xavier,0,0
0080561088307413,Jaqueline Marques Lara Barata,0,38
,Maria Graciana Espellet de Deus Vieira,0,6
0080573074151450,Vitor Garcia,0,2
0080582960967310,Sérgio José Custódio,0,0
0080589933776276,Guilherme Ozorio Cassol,0,0
0080602618573783,Reginaldo Ramos de Britto,0,0
0080606266802387,Juliano Rafael Bogo,0,0
0080612861528058,Silas Macedo Sales Machado,1,2
0080614392076619,Luana Carolina Alves Feitosa,0,0
0080696051406241,Jucileny Bochorny,0,0
0080699147599261,Silvio Lucas da Silva,0,2
0080706072346256,Jose Luis Valenzuela Hernandez,0,0
0080711908792626,Janaína Maria da Silva,0,0
0080718506010442,Talitha Alessandra Ferreira,0,0
0080727824547257,Joana Horst Regina,0,0
0080731070063652,Marina Junges,0,0
0080764746740649,Veronice Fernandes,0,0
0080774913735842,Israel de Moraes Salles Junior,0,0
0080775102530651,Ana Letícia Júlio de Souza,0,0
0080800300643251,Leonardo Serafim dos Santos,0,0
0080802606710972,Taciani de Souza Fernandes,0,0
0080843500008444,Anderson do Nascimento Dias,0,0
0080869364476892,Hengrid Graciely Nascimento Silva,1,10
0080870134981324,Mayara Poyer da Silva,1,1
0080881353000222,Eliana Maria de Benedictis,0,0
0080914936672049,Cinthia Almeida Lima,0,0
0080919768543123,Elídia Clara Aguiar Veríssimo,0,27
,Michel Freller,0,0
0080960299209996,Lourdes Claudete Schwade Sufredini,0,4
0080991204636262,Andrea Luiza Blanco,0,0
0081029243667011,Amélia de Oliveira Neves,0,0
0081086393976226,Daniel dos Santos Fernandes,0,0
0081089299210159,Ivonete Batista Santa Rosa Gomes,0,0
0081112331151315,Ulisses Bueno Marques Júnior,0,0
0081130174806995,Paulo Roberto Freitas Neves,0,0
0081172585353545,Odilo Schwade Junior,0,0
0081193512870843,Luciana Chaves Madeira,0,0
0081210269171716,Eduardo Sorrentino de Alcântara,0,6
0081235148661065,Fábio Astrogildo dos Santos,0,0
,Igor Wolwacz Junior,0,0
0081254288894355,Luiz André Moreira,0,0
0081266016663164,Vinícius Oliveira Barra,0,1
0081289603948321,Marco Aurélio Kaulfuss,0,77
0081336131365332,Júlio César Silva Aleixo,0,0
0081346137755204,Nícolas Manzke Glänzel,0,0
0081376540930233,Bruna Cavallini e Rodrigues,0,0
0081395077938376,Dâmaris Pereira dos Santos,0,0
0081400298332015,Janine de Freitas Alves,0,0
,Rodrigo da Costa Peres,0,0
0081432372997247,Joseane de Faria Calazans,0,0
0081449750733090,Paloma Morais Correa,0,0
0081464685803656,Rodrigo Goes e Lima,0,0
0081478062568236,Jonathas Jesus dos Santos,0,0
0081483667470273,Vanessa Belmiro dos Santos Meira,1,6
0081490649339497,Tânia Szücs dos Santos,0,5
0081493326337533,Rubia Albers Magalhães,3,5
0081527358116658,Jorge Luiz Buerger,0,23
,Enio Felipin,0,0
,Roger Antoniaci Guedes,0,0
0081550592019546,Rene Jacobsen Eilers,0,0
0081551690971873,José Nelson do Nascimento Neto,0,0
0081562214691856,Bruna Locardi Machado,0,0
0081573373179475,Pedro Henrique Wisniewski Koehler,0,0
0081608784562650,Ana Paula Pereira de Castro,0,2
0081624166829609,Audennille Marinho de Almeida,0,0
0081630978633839,Michelle Andreza Pedroza da Silva,0,0
0081644299663871,João Cláudio Pinheiro Batista,0,0
0081645427923676,Helio Lazarini,0,0
0081650505019592,Nélio Campos,0,24
0081667687058127,Vito Alexandre Araújo Palmeira,0,0
0081670335338557,Sergio Eli Crespi,0,0
0081685655117041,Glauber Luciano Kitor,0,0
0081689751373714,Eliana Aparecida Piedade Camargo,0,0
0081697936124211,Georgenes Marcelo Gil da Silva,0,1
0081716183970003,David Farias Torres Chagas,0,3
0081740801098848,Maria PILAR CERQUEIRA MAQUIEIRA MENEZES,0,0
0081752529150487,Camila Toffoli Ribeiro,0,0
0081799330156994,Danielle Miranda Lins Rodrigues,0,1
0081806170575592,Leonardo Dantas dos Santos,0,0
0081816169929268,Edinea Mascarenhas Dias,0,18
0081850564447101,Suzana Chagas de Lima,0,3
0081858189163376,José Luiz Viana Nery,0,0
0081883786231913,Pedro do Nascimento Nobrega,0,4
0081889807026834,Ana Glória Medeiros de Medeiros,0,0
0081890487600672,Maria Cristina Meirelles Toledo Cruz,0,0
0081955023720143,Luiz Claudio de Lima,0,0
,Erica Pinheiro,0,0
0081967610386809,Eduardo de Souza Nicolau,0,2
0081978228220676,Epifanio Lima,0,0
0081989571658832,Andréia Pedroso,0,0
0082013378978868,Maria de Lourdes Nunes,0,0
0082018224274309,Larissa Matos Marinho,0,0
0082030477157000,Ellen Cristina Nascimento Lopes,0,0
0082033549496809,Florence Barbosa Gomes Santos,0,0
0082085801273291,Fabiana Ferrandini de Paiva Dias,0,118
0082090653352193,Francisco Carlos Tyrola,0,0
0082090657771662,Greicelene Jesus da Silva,0,0
0082091428032647,Antonio de Pádua Muniz Corrêa,0,0
0082091925085221,Caroline de Freitas Zanon,0,0
0082091958826419,Erika Harumi Tanaka,0,0
0082094593289380,Jaqueline Conceição da Silva,0,0
0082103438185357,Luciana Pessôa Cavalcante,0,0
0082105690959967,Ary de Souza Vivas,0,0
0082112625423561,Neuza Maria Miranda dos Santos,3,2
0082144278686239,Rosângela Reinaldo da Fonsêca,0,0
0082192691556967,Magarete Alfreda Costa,0,0
0082198689343953,Maria das Graças Barbosa Peixoto,0,46
0082202728149229,Patricia Coelho Mendes de Britto Haddad,1,0
,Ana Cristina Pais de Sá Oliveira,0,19
0082227427771304,Maurivan Vaz Ribeiro,0,1
0082257359690442,Laiz de Fatima Carvalho,0,0
0082266318819268,Carlito Moreira Filho,0,8
0082269157843111,Rafael André Ferreira,0,1
0082272515857583,Nádia Leitão Machado de Pinho Pessoa,0,0
0082324102757049,Cesar Felipe Cury,0,1
,Moacir Edson Hellmann,0,0
0082332651568887,Edimar Sergio da Silva,0,2
0082339426036701,Roberto Junho de carvalho,0,0
0082347455192800,Vinicius Nobre Lopes Teixeira,0,0
0082357304363527,Carlos Antonio Medeiros Gambôa,0,0
0082373199674098,Marcelo de Andrade Vilarino,0,0
0082382207055941,Carolina de Fatima Soares Pinto,0,0
0082387417753625,Liara Mucio de Mattos,0,0
0082410064537727,Tanna Raposo dos Santos Nagem Morales,0,0
0082418970784457,Marcia Olivieri de Souza,0,0
,Gizelda Lucia dos Santos Maia,0,7
0082439293897938,Maria de Fátima Carneiro Ribeiro,0,10
0082440734603995,Ary Leonídio do Carmo Assunção,0,0
0082467903469688,Mara Lucia Guimarães Cardoso,0,0
0082472253213034,Sarfaraz Ali Ghumro,0,0
,Paulo Roberto Petrocchi Ribas da Costa,0,0
0082494057827484,José Antonio Bruno da Silva,0,0
0082507140489503,Celiane Silva Santos,0,0
0082509230076969,Patrícia Mara dos Santos Tomas,0,13
0082510049991077,Antonio Marques Arraes Filho,0,0
0082511949888764,Rafael Santos Lavratti,0,0
0082513528951463,Renata Cristina Martins Pereira,0,0
0082525481590528,Marina D'Agostini,0,6
0082534596221111,Demilde Martins Amaral,0,0
0082554102240146,Éder Afonso Doná,0,0
0082555950515455,Cicero José da Silva,0,0
,Paula de Frassinettti Martins Rosal Pádua,0,0
0082563205493670,Fernando Moura Antunes,0,0
0082607796479382,Méris Nelita Fauth Bertin,0,0
0082615392068435,Kétsia Rizane Lima,0,0
0082633913240450,Márcia Rocha Villalon,0,0
,Gloria Cristina Scovino de Castro Ramos,0,0
0082634597656308,Juliana de Carvalho Cordeiro,2,0
0082678215230877,Paulo Estéfano Araújo da Silva,0,1
0082682901082459,Fernanda Paulla de Godoi,0,0
0082717186579872,Anderson Ezequiel Silva,1,5
0082724858069838,Karen Cristina Rech Braun,2,8
,Helena Maria Lüdke,0,0
0082725809824414,Diego Paiva Bahls,0,0
0082725996976132,Janniffer Custódio da Silva,0,0
0082734007155367,Maria Valneia Veloso Bomfim,0,0
0082780145739365,Waleska Yone Yamakawa Zavatti Campos,0,0
0082803003248509,Maria Cristina Bromberg,1,2
0082836076429162,Sttiwe Washington Ferreira de Sousa,0,0
0082853181384872,Jaques Soares Schmidt,0,0
0082882565588704,Gythãna Dantas Cidreira Merigui,0,0
0082950299005603,Roseli Aparecida Rocha Moterle,0,6
0082950778184508,Juliana Amaral Rockembach,0,20
0082955728046226,Alexandra Rocha de Queirós,0,14
0082955864302439,Marllon Henrique Leandro,0,0
0082979592690354,Monica Pessoa Neves,0,20
0083022024228812,Viviane Roberta Arantes,0,13
0083022961855324,Lorrayne Guimarães Bavaresco,0,0
0083029112961996,Michel Sauma Filho,0,38
0083032088794710,Carlos Augusto Cavalcante de Lucena Araujo,0,0
,José Fernando de Louzada Miranda,0,0
0083091860274055,Dionisio Tadeu de Azevedo,0,5
0083115019432995,Consuelo Caporali Soares,0,0
0083146548899041,Thais de Oliveira Carvalho Granado Santos,1,16
0083166660172716,Carlos Andre Neiva de Oliveira,0,0
0083166777040557,Adriana Rezende Vargas,0,0
0083177495755609,Weslley Emmanuel Martins Lima,0,3
0083196214132989,Tatiane Furlaneto de Souza,0,0
0083208482299469,Romilson Silva Lopes Junior,4,12
0083214139492329,Alessandra Folha Mos Landim,0,0
0083218725418823,Sueline Silva de Souza,0,0
,Roque Danieli,0,0
,Livia Fabiana Braga,0,0
0083236153951378,Karen Christie Gomes Sales,3,2
0083258647771590,Anna Gabrielle Moreira de Souza Borges,0,0
0083271104187772,Fabiana Marques Silva Borges,0,0
0083305515566304,Jaqueline Alves Pires,0,0
0083318480626539,Ítalo Linhares Salomão,0,36
0083340384403442,Márcia Bruschi,0,0
0083365156488366,Henrique Dornel da Silva,0,0
0083394395726892,Salete de Matos,0,0
0083397484676139,Catherine Ássuka Giriko,0,0
0083405971914432,Fernanda Ott,0,0
0083412177979707,Vanise de Barros Mellaci,1,7
0083425825217380,Ana Cristina de Oliveira Almeida,0,8
0083438855273370,Allan Teixeira Pasqualotto,0,0
0083444134454781,Angelo Roberto Calderaro de Angeli,1,0
0083459589122482,Vania Priscila de Oliveira Francisco,0,0
0083479020817432,Adélia Benetti de Paula Capistrano,0,0
0083488355535560,Francisco Carlos Esteves Mariotti,0,2
0083490571456758,Julio Vaz Ferreira Neto,0,0
,Eduarda de Castro Furtado,0,0
0083501002808456,Maria Helynne Lima Silva Acioli,0,0
0083540029444018,Reicla Larissa Jakimim Schmidt Villela,0,7
0083544156435895,Thais Teles Veras Nunes,2,17
0083577802405423,Tereza Emilia Linhares Damasceno,0,0
,Dorcas Vieira Damasceno,0,0
0083595861279281,Ana Luce Galvão Moreira,0,0
0083597986843712,Bruno José Corecha Fernandes Eiras,0,4
0083617520627247,Ângela Lima,0,25
0083659812063609,Greciane Neres do Nascimento,0,0
0083668929848009,Débora Guilherme de Albuquerque e Rodrigues de Sousa,0,0
0083675223083173,Clovis Vaz Sampaio Filho,0,0
0083684627576327,Luciana Leal de Carvalho Pinto,0,0
0083747847320412,Miriã Joyce de Souza Sales,0,0
0083799090353709,André Luís Souza de Carvalho,0,6
0083833760820686,Yanessa Santos Muniz,0,6
0083834412644865,Camila de Oliveira Cardoso Nascimento,0,0
0083845788179844,Paulo Vinicius Ferraz Corrêa,0,0
0083891712704927,Koenigsberg Lee Ribeiro de Andrade Lima,0,3
0083894024652030,Ana Carla Leal Oliveira Mello,0,0
0083955094606306,Francisco José da Silva Junior,0,0
0083967092315357,Diego Andres Barrios Diaz,0,0
0083979252579059,Angelo Sousa Oliveira,0,0
0084070873478208,Nilson dos Santos Mendes,0,0
0084082069680142,Vera Cardoso de Melo,0,0
0084083059133297,Neiva Terezinha Chervenski Escobar,0,0
0084092798091867,Jeany Martinelli Peçanha,0,0
0084094648894505,Teo Victor Resende da Silva,0,0
,Samara Abreu Arruda Loregian,0,0
0084116703025577,Paloma Pereira de Almeida,0,3
0084124111337564,Eva Aparecida de Gois Caio,0,0
0084131660990171,Rosana Oliveira Dilly,0,0
0084141477309738,Luiz Carlos Mariano da Rosa,0,0
0084152530923143,Fernando Francis Moreira,0,0
0084213909166605,Claudia Guerra Oliveira da Costa,0,0
0084261424433047,Victor Salarolli de Carvalho,0,0
0084281453706233,Marcelle Lima Guimarães,0,5
0084328120377621,Amarnath Ramaiah Bandaru,0,0
0084360189013249,Wagner de Aguiar,0,4
0084384456320281,Cristiane Lilian Ferreira da Silva,0,0
0084387647970661,Dayane Schmidt Martins Freddo,0,0
0084435276880971,Marcos Kleber Ribeiro Felix,0,0
,Juan Manuel Navarro Cespedes,0,0
,Sonia Dantas Pinto Guimarães,0,0
0084466575040902,Fábio Henrique Dangui,0,0
0084483552353039,Lorena Sanches Vieira,0,0
0084489158117464,Lígia Gomes Salgueiro Kemmer,0,0
0084507653207210,Sandra Cohen,0,0
0084553758061745,Rodolfo Ribeiro de Jesus,0,0
0084562533270920,Lucilia Vilela de Melo,0,0
,Erickson Esteves,0,0
0084566876635620,Edinei Peres Legaspe,0,14
0084581992945194,Maísa Sanches,0,0
0084610928669658,Dircenéia Roberto de Barcellos,0,0
0084653224101415,Flavio Augusto Martins Fernandes Júnior,0,1
0084695900565388,Matheus Sant'Anna Andrade,0,0
0084710722618798,Marcio Barroso Salomão,2,5
0084722744411813,Rafael de Lima Ribeiro,0,0
0084732315513556,Marcos Robson Quaresma de Araújo,0,0
0084733294548997,Maria Helena Tavares da Silva Guerra,0,0
0084736882971207,Maria Vanessa do Nascimento,0,0
0084764343779482,Victorya Elizabete Nipo Teixeira de Carvalho,0,0
0084771728068291,Thais Cavalcante de Souza,0,0
0084774680581594,Paulo Sérgio Pedro,0,32
0084781997752340,Jackson Paé Barbalho,0,17
0084782987024485,Emanuelle de Souza Barbosa,0,7
0084803903980644,Jeniffer Nascimento Figueira,0,0
0084848471661878,Cleber Furlan,0,1
,Rosni Ferreira,0,0
0084865442635560,Jullyele Hubner Costa,0,0
0084875728839704,Ilze Kelly da Silva Carvas,0,0
0084890982155322,Danielle Espindola Nandi Pimenta,0,2
0084902600124419,Victor Hugo Domingues D'Ávila,1,16
0084919500818508,Claudomiro Aparecido da Silva,0,14
0084923069422892,Monique Lopes Ribeiro,0,8
0084948818804873,Marilda de Souza Ferri,0,0
0084953569279511,Joaquim Orlando Parada,0,5
0084987770304786,Valquiria da Cunha Paladino,0,0
0084999543368710,Rita Cristina Souza de Oliveira,0,0
0085020090680587,Juliana Meres Costa,0,1
0085020702903448,Lucas Nasser Marques de Souza,0,0
0085023294521496,Sérgio Ferreira Tavares,0,5
0085028599920715,Alcione Moura da Silva,0,0
0085030557281202,Érica Lima Santos Queiroz,0,0
0085069230346549,Helvécio Pereira Lopes,0,0
,Renato do Carmo Póvoas,0,0
0085086401628983,Silvia Ferraz Nogueira De Tommaso,0,0
0085140145159353,Wagner Alexandre Campos,0,0
0085178582797814,Felipe Vieira Freitas,0,0
0085211797863162,Wellerson Pessotto,0,1
0085212754877178,Gazy Khatmi Rodowan Albedry,0,0
0085220918447204,Maércio Augusto Estevam dos Santos,0,0
0085246712184756,João Rafael Prudêncio dos Santos,0,0
0085250187097657,Alexandre Abraão Muriana da Silva,0,0
0085274796371151,Alexandre Ianino da Silva,0,2
0085287740662298,Fábio Batista Pereira,0,0
0085291972934993,Bruno Henrique Oliveira Timbó,0,0
0085292947391162,Paulo Cezar de Oliveira,0,2
0085307064197457,Michel Sant'Anna de Pinho,1,0
0085323280304950,Frederico Cal Muinhos,2,1
0085340396632197,Andressa Camões Hilgert de Oliveira,0,1
0085345710719172,Thaiane Bonaldo do Nascimento,0,0
0085346902346800,Thaís Bassan dos Santos,0,0
0085363530198472,Conrado Martignoni Spínola,0,1
,Luciano José de Lima,0,3
0085379750754039,Lilian Verena Hoenigsberg Krohn,0,0
0085379959394548,Sílvia Mansur Scagliusi,1,5
0085384346052475,Roberto Acayaba de Toledo,0,0
,Rodrigo da Silva Coelho,0,0
,Edna Correia Sales de Souza,0,0
0085433908666183,Gerson de Simas Cunha,0,0
0085453871679249,Vilma Conceição da Silva,0,13
,Rubens Carlos Silva Oliveira,0,0
0085460443901332,Tales dos Santos Pinto,0,2
,Osvaldo Carneiro de Matos Junior,1,0
0085479451068920,Matheus Campos Braga,0,0
,Lêda Maria Mercês Gonçalves,1,1
0085506640533232,Lucas Linhares Marinho,0,0
0085513717107128,Olinta Leone Cota,0,0
0085523590854019,Iara Souza Doneze,0,0
0085563630551317,Felipe Kevin Ramos da Silva,0,0
0085574689779454,Ígor Fernandes,0,5
0085580188233267,Rayssa da Luz Martins,0,0
0085582029050026,Marcelo Zanelato,0,0
0085592244261589,Janaina Luiza Simões dos Santos,0,0
0085604114400193,João Paulo Rossatti,0,0
0085630605776027,Stela Rechinelli Passos,0,0
0085638583157425,Fabio Antunes Brun de Campos,0,0
0085675719178855,Anderson Barbosa Paz,0,0
0085678642311177,Eliane Forgiarini Schierholt,0,1
0085716867965505,Agatha Rita Dorotéia Tavares Guerra,0,0
0085724644863456,Allan Leocadio Teixeira,0,0
0085725962758097,Carlo Fabrizio Campanile Braga,0,0
0085729440393787,Gisele Luciane de Liz,0,0
0085734764399674,Natália Souza Nogueira,2,8
,Ana Paula Pires da Silva,0,0
0085748120796588,Kalil Nobrega Hissa Sampaio,0,2
0085760103136983,Elaine Cristina Lopes Costa Magalhães,0,0
0085764765132079,Simone Maria de Almeida Barbosa,3,30
,Federico Ariel Robledo,0,0
0085770288004304,Ises Adriana Reis dos Santos,0,1
0085786901149444,Ethel Celene Narvaez Valdez,0,32
0085798856885193,Valéria Maria Lima Cardoso,0,0
0085859951788328,Adriana Rodrigues Cunha,0,5
0085863763940041,Gabriela Wechi Benedet,0,0
0085866681221056,Christiane Cobas Pedreira,0,0
0085884649432979,Giuliana de Angelo Ferrari,1,2
0085896878184284,Iohanna Bezerra Rodrigues,0,0
0085898952716190,Rosana Maria de Souza Macêdo,0,0
0085912394155598,Anderson Borges da Silva,0,0
,Jaira Oliveira de Abreu,0,0
0085957113969407,Léo Barbosa Ribeiro,0,0
0085972766952514,Walter Travassos Sarinho,0,21
0086015653072281,Renato Baiochi Alves Veronese,0,0
0086026591573631,Lívia Caroline Praseres de Almeida,0,9
0086030821616555,Ian Cardoso Sousa,0,0
0086043435402629,Juliano Torres Fraga,0,0
0086059713364985,Miriam Lopes de Barros,0,0
0086082214536797,Marcílio de Oliveira Meira,0,12
0086098261599920,Cláudia Ferreira Soares Alves,0,0
0086102095095371,Renato Farias dos Santos,0,0
0086106416354031,Leticia Ribeiro de Assis,0,2
0086131822028870,João Marcelo de Carvalho,0,0
0086144780626514,Fabiana de Albuquerque Silveira,0,0
0086153206897179,Victor Ricardo Felix Ferreira,0,0
0086155930045604,Flavio Alves Serafini,0,2
0086162932969890,Adriano Iwaya Taques,0,0
0086168112873834,Marcus Vinicius Cardoso Filgueiras,0,8
0086184942930011,Michelle Bandeira de Carvalho,0,0
0086270951236340,Luciana Mendonça Dinoá Pereira,1,5
0086300109367494,Miguel Vanderli Carneiro de Moraes,0,0
0086310237695376,Lara Medeiros Borges Pereira,0,0
0086340015369809,Paula Chaves Cruz,0,0
0086366242247048,Luis Fernando Pinto Johnson,0,0
,Carlos Koreivo Junior,0,0
0086382841089841,Adriene Anita dos Santos Pimenta,0,0
